name,description,image_url,category
Boundaries,"Henry Cloud, John Townsend",https://images.gr-assets.com/books/1406403521m/525488.jpg,book
"Blue Lily, Lily Blue",Maggie Stiefvater,https://images.gr-assets.com/books/1477103826m/17378508.jpg,book
Portnoy's Complaint,"Philip Roth, Luca Marinelli",https://images.gr-assets.com/books/1327929440m/43945.jpg,book
The 21 Irrefutable Laws of Leadership,"John C. Maxwell, Zig Ziglar",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Cat's Eye,Margaret Atwood,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Perfect Game,J. Sterling,https://images.gr-assets.com/books/1345824139m/15783307.jpg,book
Monsters of Men,Patrick Ness,https://images.gr-assets.com/books/1467392755m/7540092.jpg,book
Shadow of the Giant,Orson Scott Card,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Wonderstruck,Brian Selznick,https://images.gr-assets.com/books/1327885739m/10128428.jpg,book
Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Blood Red Road ,Moira Young,https://images.gr-assets.com/books/1293651959m/9917938.jpg,book
The 6th Target,"James Patterson, Maxine Paetro",https://images.gr-assets.com/books/1336275870m/13131.jpg,book
A Princess of Mars,"Edgar Rice Burroughs, John Seelye",https://images.gr-assets.com/books/1332272118m/40395.jpg,book
MaddAddam,Margaret Atwood,https://images.gr-assets.com/books/1366394020m/17262203.jpg,book
These Happy Golden Years,"Laura Ingalls Wilder, Garth Williams",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Color: A Natural History of the Palette,Victoria Finlay,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Skipping Christmas,John Grisham,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Home Front,Kristin Hannah,https://images.gr-assets.com/books/1344319152m/12022079.jpg,book
Beautiful Stranger,Christina Lauren,https://images.gr-assets.com/books/1359073239m/16117506.jpg,book
The Sweet Far Thing,Libba Bray,https://images.gr-assets.com/books/1358704741m/127459.jpg,book
A Lesson Before Dying,Ernest J. Gaines,https://images.gr-assets.com/books/1405866945m/5197.jpg,book
SantaLand Diaries,David Sedaris,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
See Me,Nicholas Sparks,https://images.gr-assets.com/books/1439564033m/24820165.jpg,book
Mini Shopaholic,Sophie Kinsella,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Down and Out in Paris and London,George Orwell,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
会長はメイド様! 1,Hiro Fujiwara,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Griffin & Sabine: An Extraordinary Correspondence,Nick Bantock,https://images.gr-assets.com/books/1356716196m/381102.jpg,book
Ruin and Rising,Leigh Bardugo,https://images.gr-assets.com/books/1392398530m/14061957.jpg,book
يوتوبيا,أحمد خالد توفيق,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Certain Girls,Jennifer Weiner,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Cheryl Strayed,https://images.gr-assets.com/books/1339807006m/13152194.jpg,book
Beyond the Highland Mist,Karen Marie Moning,https://images.gr-assets.com/books/1348924088m/743599.jpg,book
The Stranger Beside Me,Ann Rule,https://images.gr-assets.com/books/1330072383m/15654.jpg,book
Stargazer,Claudia Gray,https://images.gr-assets.com/books/1306376986m/3054684.jpg,book
Rising Sun,Michael Crichton,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Other Side of Midnight,Sidney Sheldon,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Reversal,Michael Connelly,https://images.gr-assets.com/books/1421934033m/7936809.jpg,book
Wayside School is Falling Down,"Louis Sachar, Joel Schick",https://images.gr-assets.com/books/1405055796m/10065.jpg,book
The Invisible Bridge,"Julie Orringer, Arthur Morey",https://images.gr-assets.com/books/1274139506m/7274337.jpg,book
The Fall of Five,Pittacus Lore,https://images.gr-assets.com/books/1375365364m/15861491.jpg,book
The Mayor of Casterbridge,"Thomas Hardy, Keith Wilson",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Red Pony,John Steinbeck,https://images.gr-assets.com/books/1391231816m/8732.jpg,book
Marekors ,Jo Nesbø,https://images.gr-assets.com/books/1328611163m/498389.jpg,book
Here on Earth ,Alice Hoffman,https://images.gr-assets.com/books/1388299278m/5159.jpg,book
Taltos,"Anne Rice, Tim Curry",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
"Obsidian Butterfly (Anita Blake, Vampire Hunter, #9)",Laurell K. Hamilton,https://images.gr-assets.com/books/1327139907m/190361.jpg,book
The Daylight War,Peter V. Brett,https://images.gr-assets.com/books/1360777092m/9268487.jpg,book
The Appeal,John Grisham,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Woman Who Rides Like a Man,Tamora Pierce,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Rivers of London,Ben Aaronovitch,https://images.gr-assets.com/books/1389055317m/8680417.jpg,book
Lucy Sullivan is Getting Married,Marian Keyes,https://images.gr-assets.com/books/1407707569m/9303.jpg,book
A Hat Full of Sky,Terry Pratchett,https://images.gr-assets.com/books/1319037274m/34501.jpg,book
A Suitable Boy,Vikram Seth,https://images.gr-assets.com/books/1329421639m/50365.jpg,book
We Should All Be Feminists,Chimamanda Ngozi Adichie,https://images.gr-assets.com/books/1430821222m/22738563.jpg,book
River Marked,Patricia Briggs,https://images.gr-assets.com/books/1305738320m/8087906.jpg,book
I Like You: Hospitality Under the Influence,Amy Sedaris,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Pattern Recognition,William Gibson,https://images.gr-assets.com/books/1288326931m/22320.jpg,book
The Kind Worth Killing,Peter  Swanson,https://images.gr-assets.com/books/1417981750m/21936809.jpg,book
"1,000 Places to See Before You Die",Patricia Schultz,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Physik,"Angie Sage, Mark Zug",https://images.gr-assets.com/books/1398052658m/355916.jpg,book
Boy: Tales of Childhood,"Roald Dahl, Quentin Blake",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Traveling Mercies: Some Thoughts on Faith,Anne Lamott,https://images.gr-assets.com/books/1403182174m/10890.jpg,book
Memorial Day,Vince Flynn,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
"Wild Magic (Immortals, #1)",Tamora Pierce,https://images.gr-assets.com/books/1166573613m/13836.jpg,book
Prelude to Foundation,Isaac Asimov,https://images.gr-assets.com/books/1335782474m/30013.jpg,book
You Are Special: A Story for Everyone,Max Lucado,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Wrath & the Dawn,Renee Ahdieh,https://images.gr-assets.com/books/1417956963m/18798983.jpg,book
Half the Sky: Turning Oppression into Opportunity for Women Worldwide,"Nicholas D. Kristof, Sheryl WuDunn",https://images.gr-assets.com/books/1320486170m/6260997.jpg,book
Why We Broke Up,"Daniel Handler, Maira Kalman",https://images.gr-assets.com/books/1348728685m/10798418.jpg,book
The Assassin's Blade,Sarah J. Maas,https://images.gr-assets.com/books/1384362444m/18243700.jpg,book
American Wife,Curtis Sittenfeld,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Cursor's Fury,Jim Butcher,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Sparrow,Mary Doria Russell,https://images.gr-assets.com/books/1230829367m/334176.jpg,book
Mercy,Jodi Picoult,https://images.gr-assets.com/books/1299040130m/10910.jpg,book
The Paper Magician,Charlie N. Holmberg,https://images.gr-assets.com/books/1405618531m/20727654.jpg,book
"Act Like a Lady, Think Like a Man",Steve Harvey,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
We Have Always Lived in the Castle,"Shirley Jackson, Jonathan Lethem",https://images.gr-assets.com/books/1415357189m/89724.jpg,book
The Brass Verdict,Michael Connelly,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Star Wars: Dark Force Rising,Timothy Zahn,https://images.gr-assets.com/books/1451092000m/216442.jpg,book
Never Go Back ,Lee Child,https://images.gr-assets.com/books/1467947214m/17262159.jpg,book
The Two Princesses of Bamarre,Gail Carson Levine,https://images.gr-assets.com/books/1442734248m/183656.jpg,book
Black Boy: A Record of Youth and Childhood,"Richard Wright, Jerry W. Ward Jr.",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Cane River,Lalita Tademy,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
"Phantom (Sword of Truth, #10)",Terry Goodkind,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Foundation and Earth,Isaac Asimov,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Flags of Our Fathers,"James D. Bradley, Ron Powers",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Winnie-the-Pooh & The House at Pooh Corner,"A.A. Milne, Ernest H. Shepard",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
An Autobiography or The Story of My Experiments with Truth,Mahatma Gandhi,https://images.gr-assets.com/books/1320560971m/112803.jpg,book
It's Not About the Bike: My Journey Back to Life,"Lance Armstrong, Sally Jenkins",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Undaunted Courage,Stephen E. Ambrose,https://images.gr-assets.com/books/1408925996m/45546.jpg,book
H is for Hawk,Helen Macdonald,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Us,David Nicholls,https://images.gr-assets.com/books/1406116779m/21423525.jpg,book
Sojourn (Dark Elf #3),R.A. Salvatore,https://images.gr-assets.com/books/1322861953m/66695.jpg,book
君に届け 1,"Karuho Shiina, Tomo Kimura",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
False Memory,Dean Koontz,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Moving Pictures,Terry Pratchett,https://images.gr-assets.com/books/1320456553m/34510.jpg,book
Captive in the Dark,C.J. Roberts,https://images.gr-assets.com/books/1315343569m/12513614.jpg,book
Bonk: The Curious Coupling of Science and Sex,Mary Roach,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Midnight Alley,Rachel Caine,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Das Lavendelzimmer ,"Nina George, Simon Pare",https://images.gr-assets.com/books/1412462018m/23278537.jpg,book
Sweet Tooth,Ian McEwan,https://images.gr-assets.com/books/1344373046m/13562049.jpg,book
"Twisted Perfection (Perfection, #1)",Abbi Glines,https://images.gr-assets.com/books/1360904964m/17333880.jpg,book
Executive Orders,Tom Clancy,https://images.gr-assets.com/books/1419127064m/19675.jpg,book
One Thousand Gifts,Ann Voskamp,https://images.gr-assets.com/books/1393970725m/8592946.jpg,book
Psycho,Robert Bloch,https://images.gr-assets.com/books/1393286878m/156427.jpg,book
Ship of Magic,Robin Hobb,https://images.gr-assets.com/books/1360507722m/45100.jpg,book
Where Eagles Dare ,"Alistair MacLean, Clint Willis",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Circle of Friends,Maeve Binchy,https://images.gr-assets.com/books/1342486126m/41977.jpg,book
milk and honey,Rupi Kaur,https://images.gr-assets.com/books/1491595510m/23513349.jpg,book
Rainbow Six,Tom Clancy,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Fragile Things: Short Fictions and Wonders,Neil Gaiman,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Sister,Rosamund Lupton,https://images.gr-assets.com/books/1320189763m/8196732.jpg,book
三体,"Liu Cixin, Ken Liu",https://images.gr-assets.com/books/1415428227m/20518872.jpg,book
Thief of Time,Terry Pratchett,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Superman: Red Son,"Mark Millar, Kilian Plunkett, Andrew Robinson, Walden Wong, Dave Johnson",https://images.gr-assets.com/books/1298557533m/154798.jpg,book
Three Junes,Julia Glass,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Reason for God: Belief in an Age of Skepticism,Timothy J. Keller,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
King of Thorns,Mark  Lawrence,https://images.gr-assets.com/books/1322539112m/12891107.jpg,book
The Sins of the Father,Jeffrey Archer,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Shadowland,Meg Cabot,https://images.gr-assets.com/books/1327886166m/187811.jpg,book
Killer ,Sara Shepard,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Blue Ocean Strategy: How to Create Uncontested Market Space and Make Competition Irrelevant,"W. Chan Kim, Renée Mauborgne",https://images.gr-assets.com/books/1416445924m/4898.jpg,book
Fang,James Patterson,https://images.gr-assets.com/books/1344269411m/6431790.jpg,book
The Peach Keeper ,Sarah Addison Allen,https://images.gr-assets.com/books/1320549305m/8546358.jpg,book
The Napping House,"Audrey Wood, Don    Wood",https://images.gr-assets.com/books/1410229873m/815234.jpg,book
You Suck ,Christopher Moore,https://images.gr-assets.com/books/1331323414m/33453.jpg,book
Beautiful Oblivion,Jamie McGuire,https://images.gr-assets.com/books/1398284779m/18104607.jpg,book
A Fire Upon The Deep,Vernor Vinge,https://images.gr-assets.com/books/1333915005m/77711.jpg,book
"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from The Power of Now",Eckhart Tolle,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Face on the Milk Carton,Caroline B. Cooney,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Put Me in the Zoo,Robert Lopshire,https://images.gr-assets.com/books/1327947254m/413158.jpg,book
"Firelight (Firelight, #1)",Sophie Jordan,https://images.gr-assets.com/books/1269737893m/6448470.jpg,book
Le città invisibili,"Italo Calvino, William Weaver",https://images.gr-assets.com/books/1468623303m/9809.jpg,book
Flat-Out Love ,Jessica Park,https://images.gr-assets.com/books/1333821470m/11096647.jpg,book
The Narrow Road to the Deep North,Richard Flanagan,https://images.gr-assets.com/books/1374734363m/17905709.jpg,book
The Claiming of Sleeping Beauty,"A.N. Roquelaure, Anne Rice",https://images.gr-assets.com/books/1340735794m/26582.jpg,book
 Call the midwife : a true story of the East End in the 1950s,Jennifer Worth,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Hell's Angels,Hunter S. Thompson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Then Came You,Jennifer Weiner,https://images.gr-assets.com/books/1308787263m/9758764.jpg,book
The Awakening,L.J. Smith,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
It Had to Be You,Susan Elizabeth Phillips,https://images.gr-assets.com/books/1297088239m/73070.jpg,book
Boomerang: Travels in the New Third World,Michael   Lewis,https://images.gr-assets.com/books/1345046879m/13707738.jpg,book
Fly Away Home,Jennifer Weiner,https://images.gr-assets.com/books/1267210300m/7227174.jpg,book
Le Rouge et le Noir,"Stendhal, Roger Gard",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Virgin's Lover,Philippa Gregory,https://images.gr-assets.com/books/1441424964m/16183.jpg,book
Incarceron,Catherine Fisher,https://images.gr-assets.com/books/1327414514m/332775.jpg,book
Awake at Dawn,C.C. Hunter,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Road to the Dark Tower: Exploring Stephen King's Magnum Opus,Bev Vincent,https://images.gr-assets.com/books/1309204235m/452157.jpg,book
Starcrossed,Josephine Angelini,https://images.gr-assets.com/books/1358266716m/9462795.jpg,book
Night Star,Alyson Noel,https://images.gr-assets.com/books/1362336383m/7739934.jpg,book
Dead Poets Society ,N.H. Kleinbaum,https://images.gr-assets.com/books/1359814692m/67238.jpg,book
The Fifth Elephant,Terry Pratchett,https://images.gr-assets.com/books/1327961702m/63720.jpg,book
The Sorcerer in the North,John Flanagan,https://images.gr-assets.com/books/1327918728m/1524173.jpg,book
Autobiography of a Yogi,Paramahansa Yogananda,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
"Hexed (Iron Druid Chronicles, #2)",Kevin Hearne,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Scary Stories to Tell in the Dark,"Alvin Schwartz, Stephen Gammell",https://images.gr-assets.com/books/1440189576m/1325218.jpg,book
Fool Me Once,Harlan Coben,https://images.gr-assets.com/books/1443190440m/26109394.jpg,book
Hiroshima,John Hersey,https://images.gr-assets.com/books/1499717742m/27323.jpg,book
Hate List,Jennifer Brown,https://images.gr-assets.com/books/1479653095m/6316171.jpg,book
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Karen Armstrong,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Abaddon's Gate,James S.A. Corey,https://images.gr-assets.com/books/1407572059m/16131032.jpg,book
Veinte poemas de amor y una canción desesperada,"Pablo Neruda, W.S. Merwin, Cristina García",https://images.gr-assets.com/books/1447622711m/5932.jpg,book
The Cardinal of the Kremlin,Tom Clancy,https://images.gr-assets.com/books/1319381380m/382549.jpg,book
"No, David!",David Shannon,https://images.gr-assets.com/books/1360058223m/1062516.jpg,book
"Libellus vere aureus, nec minus salutaris quam festivus, de optimo rei publicae statu deque nova insula Utopia","Thomas More, Paul Turner",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Name of This Book Is Secret,"Pseudonymous Bosch, Gilbert Ford",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Dorothy Must Die,Danielle  Paige,https://images.gr-assets.com/books/1381437107m/18053060.jpg,book
The Husband,Dean Koontz,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Particular Sadness of Lemon Cake,Aimee Bender,https://images.gr-assets.com/books/1320541766m/7048800.jpg,book
The Big Bad Wolf  ,James Patterson,https://images.gr-assets.com/books/1388328154m/6588.jpg,book
Balzac et la Petite Tailleuse chinoise,"Dai Sijie, Ina Rilke",https://images.gr-assets.com/books/1403188885m/533465.jpg,book
Bad Feminist ,Roxane Gay,https://images.gr-assets.com/books/1421292744m/18813642.jpg,book
Petals on the Wind,V.C. Andrews,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Danny: The Champion of the World,"Roald Dahl, Quentin Blake",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Nimona,Noelle Stevenson,https://images.gr-assets.com/books/1412626919m/19351043.jpg,book
Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
From Potter's Field,Patricia Cornwell,https://images.gr-assets.com/books/1309209800m/6537.jpg,book
"Mary, Mary",James Patterson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Oranges Are Not the Only Fruit,Jeanette Winterson,https://images.gr-assets.com/books/1267717580m/15055.jpg,book
Grounded (Up In The Air #3),R.K. Lilley,https://images.gr-assets.com/books/1358701028m/16139641.jpg,book
I Too Had A Love Story,Ravinder Singh,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Mrs. Piggle-Wiggle,"Betty MacDonald, Alexandra Boiger",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Trunk Music,Michael Connelly,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Dan   Harris,https://images.gr-assets.com/books/1451446393m/18505796.jpg,book
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,"Ina Garten, Quentin Bacon",https://images.gr-assets.com/books/1320557161m/120230.jpg,book
Blood Work,Michael Connelly,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Gods Themselves,Isaac Asimov,https://images.gr-assets.com/books/1351076141m/41821.jpg,book
ツバサ-RESERVoir CHRoNiCLE- 1,"CLAMP, Anthony Gerard",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
"Cirque Du Freak (Cirque du Freak, #1) ",Darren Shan,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
"The League of Extraordinary Gentlemen, Vol. I","Alan Moore, Kevin O'Neill",https://images.gr-assets.com/books/1327894724m/297627.jpg,book
Feed,M.T. Anderson,https://images.gr-assets.com/books/1327891005m/169756.jpg,book
Mήδεια,"Euripides, Rex Warner",https://images.gr-assets.com/books/1328868366m/752900.jpg,book
The Demon King,Cinda Williams Chima,https://images.gr-assets.com/books/1379482652m/6342491.jpg,book
Hinds' Feet on High Places,Hannah Hurnard,https://images.gr-assets.com/books/1312284337m/821056.jpg,book
Black Hole,Charles Burns,https://images.gr-assets.com/books/1327895219m/38333.jpg,book
"Saga, Volume Three","Brian K. Vaughan, Fiona Staples",https://images.gr-assets.com/books/1486028973m/19358975.jpg,book
Personal,Lee Child,https://images.gr-assets.com/books/1468705564m/20263040.jpg,book
Z: A Novel of Zelda Fitzgerald,Therese Anne Fowler,https://images.gr-assets.com/books/1396815892m/15994634.jpg,book
A Man Without a Country,Kurt Vonnegut Jr.,https://images.gr-assets.com/books/1330997432m/4979.jpg,book
When I Found You,Catherine Ryan Hyde,https://images.gr-assets.com/books/1377009785m/17667452.jpg,book
Lilac Girls,Martha Hall Kelly,https://images.gr-assets.com/books/1462850258m/25893693.jpg,book
7th Heaven,"James Patterson, Maxine Paetro",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Make Me,Lee Child,https://images.gr-assets.com/books/1467905395m/23664710.jpg,book
A Constellation of Vital Phenomena,Anthony Marra,https://images.gr-assets.com/books/1408313066m/18428067.jpg,book
While It Lasts,Abbi Glines,https://images.gr-assets.com/books/1332261619m/13496738.jpg,book
The End of Your Life Bookclub,Will Schwalbe,https://images.gr-assets.com/books/1333576665m/13414676.jpg,book
Two-Way Street,Lauren Barnholdt,https://images.gr-assets.com/books/1381750633m/1672727.jpg,book
All in,Raine Miller,https://images.gr-assets.com/books/1358492101m/16001443.jpg,book
The Siege of Macindaw,John Flanagan,https://images.gr-assets.com/books/1327445821m/1814843.jpg,book
A Grief Observed,C.S. Lewis,https://images.gr-assets.com/books/1412529325m/49221.jpg,book
"Transmetropolitan, Vol. 1: Back on the Street","Warren Ellis, Darick Robertston, Garth Ennis",https://images.gr-assets.com/books/1320606005m/22416.jpg,book
"Emperor Mage (Immortals, #3)",Tamora Pierce,https://images.gr-assets.com/books/1166573612m/13833.jpg,book
Decision Points,George W. Bush,https://images.gr-assets.com/books/1320428975m/8099187.jpg,book
Witch & Wizard,"James Patterson, Gabrielle Charbonnet",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Julie of the Wolves,"Jean Craighead George, John Schoenherr",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
Forever . . .,Judy Blume,https://images.gr-assets.com/books/1327962165m/37743.jpg,book
The Wright Brothers,David McCullough,https://images.gr-assets.com/books/1430942575m/22609391.jpg,book
The Matarese Circle,Robert Ludlum,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
American Lion: Andrew Jackson in the White House,Jon Meacham,https://images.gr-assets.com/books/1320480904m/3147367.jpg,book
The Forgotten,David Baldacci,https://images.gr-assets.com/books/1350923777m/15842230.jpg,book
Shadows of Self,Brandon Sanderson,https://images.gr-assets.com/books/1435053013m/16065004.jpg,book
Mad About the Boy,Helen Fielding,https://images.gr-assets.com/books/1374883586m/17262155.jpg,book
The Four Loves,C.S. Lewis,https://images.gr-assets.com/books/1276287504m/30633.jpg,book
Archer's Voice,Mia Sheridan,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Lost Wife,Alyson Richman,https://images.gr-assets.com/books/1394994929m/11010251.jpg,book
Storia della bellezza,"Umberto Eco, Girolamo De Michele, Alastair McEwen",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
"I, Claudius",Robert Graves,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
The Testing,Joelle Charbonneau,https://images.gr-assets.com/books/1363452191m/13326831.jpg,book
Takedown Twenty,Janet Evanovich,https://images.gr-assets.com/books/1373758461m/17908462.jpg,book
The Boy Who Sneaks in My Bedroom Window,Kirsty Moseley,https://images.gr-assets.com/books/1398682775m/13628209.jpg,book
Terrier,Tamora Pierce,https://images.gr-assets.com/books/1398029898m/13829.jpg,book
First Grave on the Right,Darynda Jones,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,book
A House in the Sky,"Amanda Lindhout, Sara Corbett",https://images.gr-assets.com/books/1370379455m/18039963.jpg,book
Anya's Ghost,Vera Brosgol,https://images.gr-assets.com/books/1316739317m/9615347.jpg,book
The Rules of Attraction,Bret Easton Ellis,https://images.gr-assets.com/books/1468426907m/9912.jpg,book
"The Good, the Bad, and the Undead",Kim Harrison,https://images.gr-assets.com/books/1391023304m/30262.jpg,book
